node_key,BP_role,email_Add,phone_no,fax_no,web_Add,add_guid_node_key,bp_id,company_name
000D3AACE3131EDD95A2615F9DA69A3C,1,customer-pete_waltham@pc-gym-tec.com,4136278910,4136278004,http://www.pc-gym-tec.com,000D3AACE3131EDD95A2615F9D8C5A3C,100000033,PC Gym Tec
000D3AACE3131EDD95A2615F9DA6BA3C,1,customer-ryu.toshiro@jip.jp,3540671320,3540671004,http://www.jip.jp,000D3AACE3131EDD95A2615F9D8CBA3C,100000034,Japan Insurance Partner
000D3AACE3131EDD95A2615F9DA6DA3C,1,customer-jose-lopez@en-ar.ar,7315064077,7315064004,http://www.en-ar.ar,000D3AACE3131EDD95A2615F9D8D1A3C,100000035,Entertainment Argentinia
000D3AACE3131EDD95A2615F9DA6FA3C,1,customer-dahoma.lawla@agadc.co.za,4381762683,4381762004,http://www.agadc.co.za,000D3AACE3131EDD95A2615F9D8D7A3C,100000036,African Gold And Diamond Corporation
000D3AACE3131EDD95A2615F9DA71A3C,1,customer-jefferson.parker@pico-bit.com,9703586412,9703586004,http://www.pico-bit.com,000D3AACE3131EDD95A2615F9D8DDA3C,100000037,PicoBit
000D3AACE3131EDD95A2615F9DA73A3C,1,customer-tamara.flaig@brl-ag.de,6843585642,6843585004,http://www.brl-ag.de,000D3AACE3131EDD95A2615F9D8E3A3C,100000038,Bionic Research Lab
000D3AACE3131EDD95A2615F9DA75A3C,1,customer-sunita-kapoor@it-trade.in,4203876954,4203876004,http://www.it-trade.in,000D3AACE3131EDD95A2615F9D8E9A3C,100000039,Indian IT Trading Company
000D3AACE3131EDD95A2615F9DA77A3C,1,customer-pawel-lewandoski@catf.pl,8367920106,8367920004,http://www.catf.pl,000D3AACE3131EDD95A2615F9D8EFA3C,100000040,Chemia A Technicznie Fabryka
000D3AACE3131EDD95A2615F9DA79A3C,1,customer-laura.campillo@saitc.ar,1438907230,1438907004,http://www.saitc.ar,000D3AACE3131EDD95A2615F9D8F5A3C,100000041,South American IT Company
000D3AACE3131EDD95A2615F9DA7BA3C,1,customer-jian.si@siwusha.cn,7412697340,7412697004,http://www.siwusha.cn,000D3AACE3131EDD95A2615F9D8FBA3C,100000042,Siwusha
000D3AACE3131EDD95A2615F9DA7DA3C,1,customer-frederik.christensen@dftc.dk,3102050749,3102050004,http://www.dftc.dk,000D3AACE3131EDD95A2615F9D901A3C,100000043,Danish Fish Trading Company
000D3AACE3131EDD95A2615F9DA7FA3C,1,customer-mirjam.schmidt@sorali.de,3102050749,3102050004,http://www.sorali.de,000D3AACE3131EDD95A2615F9D907A3C,100000044,Sorali
000D3AACE3131EDD95A2615F9DA81A3C,1,customer-dummy_address@sap.com,3102050749,3102050004,http://www.sap.com,000D3AACE3131EDD95A2615F9D90DA3C,100000045,Consumer
000D3AACE3131EDD95A2615F9DA83A3C,2,supplier-do.not.reply@sap.com,622734567,622734004,http://www.sap.com,000D3AACE3131EDD95A2615F9D913A3C,100000046,SAP
000D3AACE3131EDD95A2615F9DA85A3C,2,supplier-dagmar.schulze@beckerberlin.de,3088530,3088004,http://www.beckerberlin.de,000D3AACE3131EDD95A2615F9D919A3C,100000047,Becker Berlin
000D3AACE3131EDD95A2615F9DA87A3C,2,supplier-maria.brown@delbont.com,3023352668,3023352004,http://www.delbont.com,000D3AACE3131EDD95A2615F9D91FA3C,100000048,DelBont Industries
000D3AACE3131EDD95A2615F9DA89A3C,2,supplier-saskia.sommer@talpa-hannover.de,511403266,511403004,http://www.talpa-hannover.de,000D3AACE3131EDD95A2615F9D925A3C,100000049,Talpa
000D3AACE3131EDD95A2615F9DA8BA3C,2,supplier-bob.buyer@panorama-studios.biz,2244668800,2244668004,http://www.panorama-studios.biz,000D3AACE3131EDD95A2615F9D92BA3C,100000050,Panorama Studios
000D3AACE3131EDD95A2615F9DA8DA3C,2,supplier-bart.koenig@tecum-ag.de,2511415,2511004,http://www.tecum-ag.de,000D3AACE3131EDD95A2615F9D931A3C,100000051,TECUM
000D3AACE3131EDD95A2615F9DA8FA3C,2,supplier-yoko.nakamura@asia-ht.com,9078563412,9078563004,http://www.asia-ht.com,000D3AACE3131EDD95A2615F9D937A3C,100000052,Asia High tech
000D3AACE3131EDD95A2615F9DA91A3C,2,supplier-sophie.ribery@laurent-paris.com,149744423,149744004,http://www.laurent-paris.com,000D3AACE3131EDD95A2615F9D93DA3C,100000053,Laurent
000D3AACE3131EDD95A2615F9DA93A3C,2,supplier-victor.sanchez@avantel.com,7257716,7257004,http://www.avantel.com,000D3AACE3131EDD95A2615F9D943A3C,100000054,AVANTEL
000D3AACE3131EDD95A2615F9DA95A3C,2,supplier-jorge.velez@telecomunicacionesstar.com,1133557799,1133557004,http://www.telecomunicacionesstar.com,000D3AACE3131EDD95A2615F9D949A3C,100000055,Telecomunicaciones Star
000D3AACE3131EDD95A2615F9DA97A3C,2,supplier-franklin.jones@pear-computing.com,6789012345,6789012004,http://www.pear-computing.com,000D3AACE3131EDD95A2615F9D94FA3C,100000056,Pear Computing Services
000D3AACE3131EDD95A2615F9DA99A3C,2,supplier-joseph_gschwandtner@alp-systems.at,6623612804,6623612004,http://www.alp-systems.at,000D3AACE3131EDD95A2615F9D955A3C,100000057,Alpine Systems
000D3AACE3131EDD95A2615F9DA9BA3C,2,supplier-george_d_grant@newlinedesign.co.uk,2589436180,2589436004,http://www.newlinedesign.co.uk,000D3AACE3131EDD95A2615F9D95BA3C,100000058,New Line Design
000D3AACE3131EDD95A2615F9DA9DA3C,2,supplier-sarah.schwind@hepa-tec.de,4507867136,4507867004,http://www.hepa-tec.de,000D3AACE3131EDD95A2615F9D961A3C,100000059,HEPA Tec
000D3AACE3131EDD95A2615F9DA9FA3C,2,supplier-theodor.monathy@anavideon.com,5850428367,5850428004,http://www.anavideon.com,000D3AACE3131EDD95A2615F9D967A3C,100000060,Anav Ideon
000D3AACE3131EDD95A2615F9DAA1A3C,2,supplier-robert_brown@rb-entertainment.ca,7609448173,7609448004,http://www.rb-entertainment.ca,000D3AACE3131EDD95A2615F9D96DA3C,100000061,Robert Brown Entertainment
000D3AACE3131EDD95A2615F9DAA3A3C,2,supplier-jorgemontalban@motc.mx,6879342945,6879342004,http://www.motc.mx,000D3AACE3131EDD95A2615F9D973A3C,100000062,Mexican Oil Trading Company
000D3AACE3131EDD95A2615F9DAA5A3C,2,supplier-johanna.esther@meliva.de,2208791738,2208791004,http://www.meliva.de,000D3AACE3131EDD95A2615F9D979A3C,100000063,Meliva
000D3AACE3131EDD95A2615F9DAA7A3C,2,supplier-miguel.luengo@compostela.ar,4440238917,4440238004,http://www.compostela.ar,000D3AACE3131EDD95A2615F9D97FA3C,100000064,Compostela
000D3AACE3131EDD95A2615F9DAA9A3C,2,supplier-isabel.nemours@pateu.fr,6328490087,6328490004,http://www.pateu.fr,000D3AACE3131EDD95A2615F9D985A3C,100000065,Pateu
000D3AACE3131EDD95A2615F9DAABA3C,2,supplier-igor.tarassow@retc.ru,4050378468,4050378004,http://www.retc.ru,000D3AACE3131EDD95A2615F9D98BA3C,100000066,Russian Electronic Trading Company
000D3AACE3131EDD95A2615F9DAADA3C,2,supplier-alexis.harper@flor-hc.com,6065470312,6065470004,http://www.flor-hc.com,000D3AACE3131EDD95A2615F9D991A3C,100000067,Florida Holiday Company
000D3AACE3131EDD95A2615F9DAAFA3C,2,supplier-c.alfaro@quimica-madrilenos.es,7980023486,7980023004,http://www.quimica-madrilenos.es,000D3AACE3131EDD95A2615F9D997A3C,100000068,Quimica Madrilenos
000D3AACE3131EDD95A2615F9DAB1A3C,2,supplier-sven.j@getraenke-janssen.de,3629731486,3629731004,http://www.getraenke-janssen.de,000D3AACE3131EDD95A2615F9D99DA3C,100000069,Getränkegroßhandel Janssen
000D3AACE3131EDD95A2615F9DAB3A3C,2,supplier-yoshiko.kakuji@jateco.jp,3206580974,3206580004,http://www.jateco.jp,000D3AACE3131EDD95A2615F9D9A3A3C,100000070,JaTeCo
000D3AACE3131EDD95A2615F9DAB5A3C,2,supplier-alessio.galasso@tcdr.it,4580963184,4580963004,http://www.tcdr.it,000D3AACE3131EDD95A2615F9D9A9A3C,100000071,Tessile Casa Di Roma
000D3AACE3131EDD95A2615F9DAB7A3C,2,supplier-romain.le_mason@verdo.fr,1012697341,1012697004,http://www.verdo.fr,000D3AACE3131EDD95A2615F9D9AFA3C,100000072,Vente Et Réparation de Ordinateur
000D3AACE3131EDD95A2615F9DAB9A3C,2,supplier-martha.calcagno@dpg.ar,7345697824,7345697004,http://www.dpg.ar,000D3AACE3131EDD95A2615F9D9B5A3C,100000073,Developement Para O Governo
000D3AACE3131EDD95A2615F9DABBA3C,2,supplier-beatriz.da_silva@brazil-tec.br,469614115,469614004,http://www.brazil-tec.br,000D3AACE3131EDD95A2615F9D9BBA3C,100000074,Brazil Technologies
000D3AACE3131EDD95A2615F9DABDA3C,2,supplier-anthony.lebouef@crtu.ca,6839542781,6839542004,http://www.crtu.ca,000D3AACE3131EDD95A2615F9D9C1A3C,100000075,C.R.T.U.
000D3AACE3131EDD95A2615F9DABFA3C,2,supplier-lisa.felske@jologa.ch,6714954542,6714954004,http://www.jologa.ch,000D3AACE3131EDD95A2615F9D9C7A3C,100000076,Jologa
000D3AACE3131EDD95A2615F9DAC1A3C,2,supplier-jonathan.d.mason@baleda.com,2483693027,2483693004,http://www.baleda.com,000D3AACE3131EDD95A2615F9D9CDA3C,100000077,Baleda
000D3AACE3131EDD95A2615F9DAC3A3C,2,supplier-amelie.troyat@angere.fr,2094573421,2094573004,http://www.angere.fr,000D3AACE3131EDD95A2615F9D9D3A3C,100000078,Angeré
000D3AACE3131EDD95A2615F9DAC5A3C,2,supplier-pete_waltham@pc-gym-tec.com,4136278910,4136278004,http://www.pc-gym-tec.com,000D3AACE3131EDD95A2615F9D9D9A3C,100000079,PC Gym Tec
000D3AACE3131EDD95A2615F9DAC7A3C,2,supplier-ryu.toshiro@jip.jp,3540671320,3540671004,http://www.jip.jp,000D3AACE3131EDD95A2615F9D9DFA3C,100000080,Japan Insurance Partner
000D3AACE3131EDD95A2615F9DAC9A3C,2,supplier-jose-lopez@en-ar.ar,7315064077,7315064004,http://www.en-ar.ar,000D3AACE3131EDD95A2615F9D9E5A3C,100000081,Entertainment Argentinia
000D3AACE3131EDD95A2615F9DACBA3C,2,supplier-dahoma.lawla@agadc.co.za,4381762683,4381762004,http://www.agadc.co.za,000D3AACE3131EDD95A2615F9D9EBA3C,100000082,African Gold And Diamond Corporation
000D3AACE3131EDD95A2615F9DACDA3C,2,supplier-jefferson.parker@pico-bit.com,9703586412,9703586004,http://www.pico-bit.com,000D3AACE3131EDD95A2615F9D9F1A3C,100000083,PicoBit
000D3AACE3131EDD95A2615F9DACFA3C,2,supplier-tamara.flaig@brl-ag.de,6843585642,6843585004,http://www.brl-ag.de,000D3AACE3131EDD95A2615F9D9F7A3C,100000084,Bionic Research Lab
000D3AACE3131EDD95A2615F9DAD1A3C,2,supplier-sunita-kapoor@it-trade.in,4203876954,4203876004,http://www.it-trade.in,000D3AACE3131EDD95A2615F9D9FDA3C,100000085,Indian IT Trading Company
000D3AACE3131EDD95A2615F9DAD3A3C,2,supplier-pawel-lewandoski@catf.pl,8367920106,8367920004,http://www.catf.pl,000D3AACE3131EDD95A2615F9DA03A3C,100000086,Chemia A Technicznie Fabryka
000D3AACE3131EDD95A2615F9DAD5A3C,2,supplier-laura.campillo@saitc.ar,1438907230,1438907004,http://www.saitc.ar,000D3AACE3131EDD95A2615F9DA09A3C,100000087,South American IT Company
000D3AACE3131EDD95A2615F9DAD7A3C,2,supplier-jian.si@siwusha.cn,7412697340,7412697004,http://www.siwusha.cn,000D3AACE3131EDD95A2615F9DA0FA3C,100000088,Siwusha
000D3AACE3131EDD95A2615F9DAD9A3C,2,supplier-frederik.christensen@dftc.dk,3102050749,3102050004,http://www.dftc.dk,000D3AACE3131EDD95A2615F9DA15A3C,100000089,Danish Fish Trading Company
000D3AACE3131EDD95A2615F9DADBA3C,2,supplier-mirjam.schmidt@sorali.de,3102050749,3102050004,http://www.sorali.de,000D3AACE3131EDD95A2615F9DA1BA3C,100000090,Sorali
